-35.662,-11.717,-2.924,0.052,0.092,-0.666,0.738,0.923
15.039,3.110,-0.670,-0.624,-0.736,0.200,-0.172,0.624
64.521,25.858,-1.121,-0.046,0.531,-0.028,-0.845,0.957
110.651,-28.635,-2.431,0.151,0.723,0.214,-0.639,0.832
45.698,18.191,-2.131,-0.535,-0.527,-0.588,-0.300,0.700
-25.946,-10.358,-3.382,0.543,0.498,0.061,0.673,0.890
78.583,-51.913,-1.089,-0.677,-0.651,-0.094,-0.330,0.808
103.111,-31.881,-2.317,0.880,0.438,-0.183,-0.017,0.713
79.945,-54.628,-1.172,0.598,-0.125,-0.659,-0.438,0.591
84.994,26.092,-1.866,-0.534,-0.538,-0.390,-0.523,0.908
88.011,-60.606,-1.438,-0.873,0.401,0.144,-0.237,0.991
76.842,48.128,-0.981,0.537,0.529,-0.306,0.581,0.782
-80.484,-39.385,2.920,-0.395,-0.156,-0.429,0.797,0.622
-91.328,-52.320,0.110,-0.437,-0.701,0.514,-0.233,0.736
-83.919,-34.622,2.250,-0.367,-0.537,-0.513,-0.560,0.941
-90.566,-51.746,0.264,0.341,0.565,0.643,0.390,0.890
-19.767,-4.473,-2.927,0.435,0.492,-0.753,-0.032,0.882
89.608,58.877,-1.837,0.341,-0.498,0.713,0.356,0.989
-11.061,-6.360,-1.317,-0.591,0.031,0.804,0.060,0.669
47.830,20.583,-1.906,0.319,-0.511,0.292,-0.743,0.580
78.885,23.995,-1.743,-0.106,-0.656,0.742,-0.083,0.948
35.395,23.127,-1.790,0.275,-0.534,0.637,-0.483,0.750
6.331,-66.194,10.332,-0.147,-0.777,-0.517,0.327,0.822
-23.133,-30.565,0.171,-0.426,0.633,0.409,-0.501,0.705
-91.482,-19.732,0.797,-0.228,0.690,-0.569,0.384,0.712
42.043,-54.851,0.875,0.075,0.668,-0.679,-0.293,0.812
-84.608,-25.189,2.345,0.662,-0.672,-0.290,0.161,0.723
-83.684,-67.220,1.415,0.610,-0.427,-0.617,-0.252,0.691
103.093,-33.878,-2.339,-0.510,0.235,-0.677,-0.476,0.937
-94.788,-19.206,0.048,-0.278,0.084,-0.838,0.462,0.678
84.334,23.338,-1.870,0.365,-0.619,0.346,0.603,0.806
37.586,-76.822,6.127,-0.091,0.056,-0.989,0.103,0.651
80.922,12.020,-0.622,-0.530,0.396,-0.082,-0.745,0.995
-21.839,-20.665,-1.058,-0.310,-0.307,-0.725,-0.533,0.779
85.613,6.825,-0.735,-0.164,-0.859,0.459,-0.155,0.605
38.968,-23.726,0.378,-0.339,-0.373,0.504,0.701,0.749
43.718,-90.630,6.261,-0.369,0.265,-0.769,0.450,0.863
72.038,21.097,-1.525,-0.033,0.245,0.883,-0.398,0.863
-71.679,-42.586,4.504,-0.172,-0.782,-0.369,0.472,0.721
35.457,-17.720,-0.857,0.669,-0.288,-0.434,-0.531,0.883
39.731,-26.907,0.771,-0.271,-0.606,0.448,0.598,0.958
101.867,-9.196,-1.947,-0.053,0.512,0.673,0.531,0.780
99.102,-23.884,-1.917,-0.406,0.430,0.601,-0.538,0.764
86.372,19.349,-1.837,0.380,0.530,-0.475,-0.591,0.822
72.088,61.402,-1.004,-0.639,0.394,0.616,0.238,0.818
46.847,-44.405,-0.437,-0.735,0.418,0.496,-0.198,0.717
-89.363,-42.101,0.743,0.248,-0.861,-0.433,-0.092,0.603
-26.716,-40.838,0.791,0.514,-0.665,0.037,0.541,0.869
-87.428,-7.514,1.835,0.692,0.385,0.324,-0.518,0.790
69.302,60.845,-0.670,0.269,-0.898,-0.323,-0.130,0.931
1.613,3.505,-0.043,0.523,0.616,-0.375,-0.454,0.856
48.355,-39.191,-0.058,-0.585,-0.069,0.064,-0.806,0.845
-88.642,-33.378,1.154,0.071,-0.519,0.574,0.629,0.819
107.497,34.040,-1.833,0.583,0.604,-0.516,0.173,0.776
39.594,-76.813,5.739,-0.709,-0.417,-0.412,0.391,0.605
